_DROP_ ; _LTST_ ; SOL ; YYYY-MM-DDTHH:MM:SS.sss ; RATIO
-0.335 ; 10.632 ; 184 ; 2019-154T17:48:59.499Z ; 1.000
-0.335 ; 10.833 ; 183 ; 2019-153T17:22:10.086Z ; 1.000
-0.335 ; 10.834 ; 208 ; 2019-179T09:43:00.227Z ; 1.000
-0.335 ; 11.197 ; 194 ; 2019-165T00:56:05.277Z ; 1.000
-0.335 ; 11.459 ; 180 ; 2019-150T16:03:05.904Z ; 1.000
-0.335 ; 11.535 ; 208 ; 2019-179T10:26:14.159Z ; 1.000
-0.335 ; 12.020 ; 156 ; 2019-126T00:56:38.593Z ; 1.000
-0.335 ; 12.633 ; 188 ; 2019-158T22:29:13.121Z ; 1.000
-0.335 ; 13.033 ; 028 ; 2018-359T13:53:18.629Z ; 1.000
-0.335 ; 13.111 ; 045 ; 2019-012T01:13:56.352Z ; 1.000
-0.335 ; 13.143 ; 159 ; 2019-129T04:03:28.768Z ; 1.000
-0.335 ; 13.589 ; 140 ; 2019-109T16:05:53.513Z ; 1.000
-0.335 ; 14.384 ; 070 ; 2019-037T19:01:56.686Z ; 1.000
-0.335 ; 14.461 ; 171 ; 2019-141T13:15:13.026Z ; 0.996
-0.335 ; 14.596 ; 207 ; 2019-178T12:55:39.035Z ; 1.000
-0.334 ;  9.373 ; 209 ; 2019-180T08:52:11.384Z ; 1.000
-0.334 ; 10.823 ; 167 ; 2019-137T06:54:10.244Z ; 1.000
-0.334 ; 10.863 ; 187 ; 2019-157T20:00:55.307Z ; 1.000
-0.334 ; 10.937 ; 175 ; 2019-145T12:14:51.839Z ; 1.000
-0.334 ; 10.949 ; 020 ; 2018-351T06:25:53.662Z ; 1.000
-0.334 ; 11.488 ; 187 ; 2019-157T20:39:23.747Z ; 1.000
-0.334 ; 11.563 ; 174 ; 2019-144T12:14:14.604Z ; 1.000
-0.334 ; 11.848 ; 039 ; 2019-005T19:57:50.131Z ; 1.000
-0.334 ; 11.979 ; 215 ; 2019-186T15:28:20.679Z ; 1.000
-0.334 ; 13.136 ; 019 ; 2018-350T08:00:52.602Z ; 1.000
-0.334 ; 13.341 ; 095 ; 2019-063T10:23:07.224Z ; 1.000
-0.333 ;  9.193 ; 195 ; 2019-165T23:31:47.258Z ; 1.000
-0.333 ;  9.712 ; 192 ; 2019-162T22:06:04.996Z ; 1.000
-0.333 ;  9.929 ; 211 ; 2019-182T10:44:57.161Z ; 1.000
-0.333 ; 10.005 ; 140 ; 2019-109T12:24:57.786Z ; 1.000
-0.333 ; 10.301 ; 045 ; 2019-011T22:20:40.562Z ; 1.000
-0.333 ; 10.420 ; 199 ; 2019-170T03:24:18.743Z ; 1.000
-0.333 ; 10.527 ; 182 ; 2019-152T16:24:06.755Z ; 1.000
-0.333 ; 10.530 ; 209 ; 2019-180T10:03:31.870Z ; 1.000
-0.333 ; 10.581 ; 020 ; 2018-351T06:03:11.193Z ; 1.000
-0.333 ; 10.921 ; 046 ; 2019-012T23:38:34.845Z ; 1.000
-0.333 ; 11.228 ; 016 ; 2018-347T04:03:25.214Z ; 1.000
-0.333 ; 12.287 ; 181 ; 2019-151T17:33:21.938Z ; 1.000
-0.333 ; 12.657 ; 033 ; 2018-364T16:49:10.246Z ; 1.000
-0.333 ; 12.918 ; 141 ; 2019-110T16:03:46.104Z ; 1.000
-0.333 ; 13.872 ; 034 ; 2018-365T18:43:53.473Z ; 1.000
-0.333 ; 14.711 ; 023 ; 2018-354T12:17:32.265Z ; 1.000
-0.333 ; 15.603 ; 192 ; 2019-163T04:09:09.188Z ; 1.000
-0.332 ;  8.182 ; 127 ; 2019-096T02:02:35.810Z ; 1.000
-0.332 ;  9.603 ; 206 ; 2019-177T07:08:39.866Z ; 1.000
-0.332 ;  9.730 ; 201 ; 2019-172T04:00:16.280Z ; 1.000
-0.332 ;  9.905 ; 215 ; 2019-186T13:20:32.582Z ; 1.000
-0.332 ; 10.007 ; 187 ; 2019-157T19:08:07.290Z ; 1.000
-0.332 ; 10.069 ; 186 ; 2019-156T18:32:42.789Z ; 1.000
-0.332 ; 10.210 ; 212 ; 2019-183T11:41:33.917Z ; 1.000
-0.332 ; 10.318 ; 183 ; 2019-153T16:50:26.332Z ; 1.000
-0.332 ; 10.519 ; 102 ; 2019-070T12:04:34.131Z ; 1.000
-0.332 ; 11.086 ; 172 ; 2019-142T10:26:23.890Z ; 1.000
-0.332 ; 11.519 ; 191 ; 2019-161T23:18:12.920Z ; 1.000
-0.332 ; 11.562 ; 209 ; 2019-180T11:07:07.672Z ; 1.000
-0.332 ; 11.728 ; 204 ; 2019-175T08:01:05.372Z ; 1.000
-0.332 ; 11.877 ; 184 ; 2019-154T19:05:44.981Z ; 1.000
-0.332 ; 12.134 ; 190 ; 2019-160T23:16:53.004Z ; 1.000
-0.332 ; 12.469 ; 171 ; 2019-141T11:12:26.361Z ; 0.996
-0.332 ; 12.970 ; 194 ; 2019-165T02:45:18.811Z ; 1.000
-0.332 ; 14.139 ; 113 ; 2019-081T23:00:00.297Z ; 1.000
-0.332 ; 14.336 ; 028 ; 2018-359T15:13:41.053Z ; 1.000
-0.332 ; 15.196 ; 215 ; 2019-186T18:46:40.203Z ; 1.000
-0.332 ; 15.709 ; 024 ; 2018-355T13:58:55.257Z ; 1.000
-0.331 ;  8.421 ; 094 ; 2019-062T04:40:28.390Z ; 1.000
-0.331 ;  9.466 ; 199 ; 2019-170T02:25:29.832Z ; 1.000
-0.331 ;  9.976 ; 218 ; 2019-189T15:22:41.339Z ; 1.000
-0.331 ; 10.139 ; 212 ; 2019-183T11:37:10.225Z ; 1.000
-0.331 ; 10.367 ; 207 ; 2019-178T08:34:57.789Z ; 1.000
-0.331 ; 10.955 ; 048 ; 2019-015T00:59:59.859Z ; 0.997
-0.331 ; 10.959 ; 208 ; 2019-179T09:50:42.615Z ; 1.000
-0.331 ; 10.968 ; 187 ; 2019-157T20:07:22.096Z ; 1.000
-0.331 ; 11.469 ; 203 ; 2019-174T07:05:55.837Z ; 1.000
-0.331 ; 11.780 ; 028 ; 2018-359T12:36:03.225Z ; 1.000
-0.331 ; 12.841 ; 101 ; 2019-069T13:48:20.639Z ; 1.000
-0.331 ; 13.281 ; 046 ; 2019-013T02:04:06.652Z ; 1.000
-0.331 ; 13.642 ; 207 ; 2019-178T11:56:49.708Z ; 1.000
-0.331 ; 13.795 ; 024 ; 2018-355T12:00:54.901Z ; 1.000
-0.331 ; 14.912 ; 037 ; 2019-003T21:47:17.413Z ; 0.671
-0.331 ; 14.921 ; 187 ; 2019-158T00:11:00.653Z ; 1.000
-0.330 ;  8.680 ; 196 ; 2019-166T23:39:21.138Z ; 1.000
-0.330 ;  8.947 ; 082 ; 2019-049T21:20:15.025Z ; 1.000
-0.330 ;  9.230 ; 207 ; 2019-178T07:24:54.794Z ; 1.000
-0.330 ;  9.861 ; 206 ; 2019-177T07:24:30.443Z ; 1.000
-0.330 ; 10.126 ; 182 ; 2019-152T15:59:24.091Z ; 1.000
-0.330 ; 10.265 ; 204 ; 2019-175T06:30:58.895Z ; 1.000
-0.330 ; 10.285 ; 216 ; 2019-187T14:23:13.009Z ; 1.000
-0.330 ; 10.333 ; 026 ; 2018-357T09:47:12.166Z ; 1.000
-0.330 ; 10.823 ; 048 ; 2019-015T00:51:54.369Z ; 0.997
-0.330 ; 11.305 ; 219 ; 2019-190T17:23:51.439Z ; 1.000
-0.330 ; 11.538 ; 218 ; 2019-189T16:58:57.488Z ; 1.000
-0.330 ; 11.569 ; 024 ; 2018-355T09:43:39.095Z ; 1.000
-0.330 ; 11.910 ; 070 ; 2019-037T16:29:26.841Z ; 1.000
-0.330 ; 12.004 ; 103 ; 2019-071T14:15:25.897Z ; 1.000
-0.330 ; 12.351 ; 178 ; 2019-148T15:39:39.172Z ; 1.000
-0.330 ; 12.861 ; 016 ; 2018-347T05:44:06.588Z ; 1.000
-0.330 ; 12.971 ; 183 ; 2019-153T19:33:55.296Z ; 1.000
-0.330 ; 14.009 ; 166 ; 2019-136T09:31:20.685Z ; 1.000
-0.330 ; 14.767 ; 114 ; 2019-083T00:17:59.626Z ; 1.000
-0.330 ; 15.495 ; 023 ; 2018-354T13:05:52.208Z ; 1.000
-0.329 ;  8.461 ; 161 ; 2019-131T00:33:19.994Z ; 1.000
-0.329 ;  9.351 ; 164 ; 2019-134T03:25:48.862Z ; 1.000
-0.329 ;  9.441 ; 103 ; 2019-071T11:37:26.101Z ; 1.000
-0.329 ;  9.604 ; 212 ; 2019-183T11:04:12.878Z ; 1.000
-0.329 ; 10.321 ; 202 ; 2019-173T05:15:57.488Z ; 1.000
-0.329 ; 10.482 ; 166 ; 2019-136T05:53:56.457Z ; 1.000
-0.329 ; 10.500 ; 028 ; 2018-359T11:17:08.337Z ; 1.000
-0.329 ; 10.631 ; 159 ; 2019-129T01:28:40.465Z ; 1.000
-0.329 ; 10.910 ; 199 ; 2019-170T03:54:32.498Z ; 1.000
-0.329 ; 11.274 ; 127 ; 2019-096T05:13:06.557Z ; 1.000
-0.329 ; 11.569 ; 165 ; 2019-135T06:21:42.468Z ; 1.000
-0.329 ; 12.104 ; 046 ; 2019-013T00:51:30.747Z ; 1.000
-0.329 ; 12.129 ; 219 ; 2019-190T18:14:41.054Z ; 1.000
-0.329 ; 12.267 ; 196 ; 2019-167T03:20:27.747Z ; 1.000
-0.329 ; 12.617 ; 178 ; 2019-148T15:56:03.349Z ; 1.000
-0.329 ; 14.052 ; 167 ; 2019-137T10:13:10.490Z ; 1.000
-0.329 ; 14.202 ; 208 ; 2019-179T13:10:38.016Z ; 1.000
-0.329 ; 14.704 ; 068 ; 2019-035T18:02:39.553Z ; 1.000
-0.329 ; 14.873 ; 095 ; 2019-063T11:57:33.135Z ; 1.000
-0.329 ; 15.543 ; 168 ; 2019-138T12:24:16.812Z ; 1.000
-0.329 ; 15.986 ; 028 ; 2018-359T16:55:24.958Z ; 1.000
-0.328 ;  8.821 ; 214 ; 2019-185T11:34:26.541Z ; 1.000
-0.328 ;  9.412 ; 155 ; 2019-124T21:36:39.625Z ; 1.000
-0.328 ;  9.505 ; 215 ; 2019-186T12:55:53.720Z ; 1.000
-0.328 ;  9.549 ; 028 ; 2018-359T10:18:30.423Z ; 1.000
-0.328 ; 10.108 ; 019 ; 2018-350T04:54:09.353Z ; 1.000
-0.328 ; 10.921 ; 139 ; 2019-108T12:42:12.673Z ; 1.000
-0.328 ; 11.456 ; 173 ; 2019-143T11:28:24.314Z ; 1.000
-0.328 ; 11.634 ; 218 ; 2019-189T17:04:53.978Z ; 1.000
-0.328 ; 11.647 ; 220 ; 2019-191T18:24:14.251Z ; 1.000
-0.328 ; 11.854 ; 135 ; 2019-104T11:02:47.765Z ; 1.000
-0.328 ; 11.923 ; 050 ; 2019-017T03:18:58.227Z ; 1.000
-0.328 ; 12.089 ; 203 ; 2019-174T07:44:07.285Z ; 1.000
-0.328 ; 12.301 ; 165 ; 2019-135T07:06:51.914Z ; 1.000
-0.328 ; 12.492 ; 070 ; 2019-037T17:05:20.801Z ; 1.000
-0.328 ; 12.625 ; 048 ; 2019-015T02:42:58.730Z ; 0.997
-0.328 ; 12.815 ; 183 ; 2019-153T19:24:18.710Z ; 1.000
-0.328 ; 12.869 ; 206 ; 2019-177T10:29:54.765Z ; 1.000
-0.328 ; 12.955 ; 146 ; 2019-115T19:22:08.674Z ; 1.000
-0.328 ; 13.143 ; 169 ; 2019-139T10:35:32.993Z ; 1.000
-0.328 ; 13.607 ; 200 ; 2019-171T07:19:59.967Z ; 1.000
-0.328 ; 13.774 ; 209 ; 2019-180T13:23:28.475Z ; 1.000
-0.328 ; 14.388 ; 020 ; 2018-351T09:57:57.447Z ; 1.000
-0.328 ; 15.211 ; 096 ; 2019-064T12:57:44.315Z ; 1.000
-0.328 ; 15.491 ; 024 ; 2018-355T13:45:29.273Z ; 1.000
-0.327 ;  9.298 ; 077 ; 2019-044T18:24:43.651Z ; 1.000
-0.327 ;  9.436 ; 025 ; 2018-356T08:11:59.383Z ; 1.000
-0.327 ;  9.672 ; 219 ; 2019-190T15:43:15.904Z ; 1.000
-0.327 ;  9.723 ; 137 ; 2019-106T10:09:56.828Z ; 1.000
-0.327 ;  9.878 ; 212 ; 2019-183T11:21:04.650Z ; 1.000
-0.327 ;  9.925 ; 089 ; 2019-057T02:56:20.268Z ; 1.000
-0.327 ; 10.034 ; 213 ; 2019-184T12:09:59.333Z ; 1.000
-0.327 ; 10.167 ; 214 ; 2019-185T12:57:26.812Z ; 1.000
-0.327 ; 10.211 ; 193 ; 2019-163T23:16:02.020Z ; 1.000
-0.327 ; 10.252 ; 208 ; 2019-179T09:07:09.885Z ; 1.000
-0.327 ; 10.357 ; 196 ; 2019-167T01:22:43.704Z ; 1.000
-0.327 ; 10.369 ; 205 ; 2019-176T07:16:36.089Z ; 1.000
-0.327 ; 10.536 ; 176 ; 2019-146T12:29:20.463Z ; 1.000
-0.327 ; 10.639 ; 218 ; 2019-189T16:03:33.974Z ; 1.000
-0.327 ; 11.296 ; 215 ; 2019-186T14:46:14.445Z ; 1.000
-0.327 ; 11.414 ; 208 ; 2019-179T10:18:44.671Z ; 1.000
-0.327 ; 11.483 ; 059 ; 2019-026T08:48:18.784Z ; 1.000
-0.327 ; 11.805 ; 186 ; 2019-156T20:19:45.223Z ; 1.000
-0.327 ; 11.849 ; 213 ; 2019-184T14:01:51.766Z ; 1.000
-0.327 ; 11.986 ; 141 ; 2019-110T15:06:17.158Z ; 1.000
-0.327 ; 12.142 ; 159 ; 2019-129T03:01:47.841Z ; 1.000
-0.327 ; 12.149 ; 207 ; 2019-178T10:24:48.230Z ; 1.000
-0.327 ; 12.483 ; 211 ; 2019-182T13:22:24.311Z ; 1.000
-0.327 ; 12.794 ; 022 ; 2018-353T09:39:28.066Z ; 0.906
-0.327 ; 12.902 ; 168 ; 2019-138T09:41:30.784Z ; 1.000
-0.327 ; 13.108 ; 198 ; 2019-169T05:30:44.874Z ; 1.000
-0.327 ; 13.313 ; 184 ; 2019-154T20:34:14.258Z ; 1.000
-0.327 ; 13.338 ; 038 ; 2019-004T20:49:58.949Z ; 1.000
-0.327 ; 13.824 ; 220 ; 2019-191T20:38:25.744Z ; 1.000
-0.327 ; 13.965 ; 147 ; 2019-116T21:03:37.072Z ; 1.000
-0.327 ; 14.191 ; 200 ; 2019-171T07:55:57.618Z ; 1.000
-0.327 ; 15.180 ; 085 ; 2019-053T05:42:43.021Z ; 1.000
-0.326 ;  9.443 ; 176 ; 2019-146T11:21:58.057Z ; 1.000
-0.326 ; 10.012 ; 047 ; 2019-013T23:22:13.442Z ; 1.000
-0.326 ; 10.425 ; 170 ; 2019-140T08:27:15.134Z ; 1.000
-0.326 ; 10.481 ; 186 ; 2019-156T18:58:09.049Z ; 1.000
-0.326 ; 11.475 ; 096 ; 2019-064T09:07:26.022Z ; 1.000
-0.326 ; 11.805 ; 181 ; 2019-151T17:03:38.082Z ; 1.000
-0.326 ; 11.989 ; 210 ; 2019-181T12:12:43.006Z ; 1.000
-0.326 ; 12.103 ; 186 ; 2019-156T20:38:05.497Z ; 1.000
-0.326 ; 12.394 ; 191 ; 2019-162T00:12:10.943Z ; 1.000
-0.326 ; 12.534 ; 155 ; 2019-125T00:49:06.847Z ; 1.000
-0.326 ; 12.819 ; 201 ; 2019-172T07:10:37.705Z ; 1.000
-0.326 ; 12.909 ; 019 ; 2018-350T07:46:50.120Z ; 1.000
-0.326 ; 12.944 ; 049 ; 2019-016T03:42:18.248Z ; 1.000
-0.326 ; 12.964 ; 187 ; 2019-157T22:10:23.512Z ; 1.000
-0.326 ; 13.387 ; 014 ; 2018-345T05:04:59.420Z ; 0.790
-0.326 ; 13.746 ; 184 ; 2019-154T21:00:57.422Z ; 1.000
-0.326 ; 15.101 ; 203 ; 2019-174T10:49:46.670Z ; 1.000
-0.326 ; 15.788 ; 033 ; 2018-364T20:02:12.543Z ; 1.000
-0.326 ; 16.445 ; 180 ; 2019-150T21:10:23.828Z ; 1.000
-0.325 ;  8.973 ; 155 ; 2019-124T21:09:38.664Z ; 1.000
-0.325 ;  8.993 ; 170 ; 2019-140T06:58:59.063Z ; 1.000
-0.325 ;  9.351 ; 039 ; 2019-005T17:23:53.770Z ; 1.000
-0.325 ;  9.908 ; 190 ; 2019-160T20:59:39.714Z ; 1.000
-0.325 ; 10.057 ; 171 ; 2019-141T08:43:46.760Z ; 0.996
-0.325 ; 10.152 ; 175 ; 2019-145T11:26:28.393Z ; 1.000
-0.325 ; 10.348 ; 218 ; 2019-189T15:45:35.603Z ; 1.000
-0.325 ; 10.559 ; 178 ; 2019-148T13:49:12.031Z ; 1.000
-0.325 ; 11.328 ; 162 ; 2019-132T04:09:14.120Z ; 1.000
-0.325 ; 11.614 ; 180 ; 2019-150T16:12:39.592Z ; 1.000
-0.325 ; 12.091 ; 210 ; 2019-181T12:18:58.097Z ; 1.000
-0.325 ; 12.147 ; 218 ; 2019-189T17:36:31.229Z ; 1.000
-0.325 ; 12.229 ; 146 ; 2019-115T18:37:22.725Z ; 1.000
-0.325 ; 12.293 ; 056 ; 2019-023T07:39:28.066Z ; 1.000
-0.325 ; 12.377 ; 173 ; 2019-143T12:25:11.039Z ; 1.000
-0.325 ; 12.502 ; 186 ; 2019-156T21:02:43.061Z ; 1.000
-0.325 ; 12.777 ; 207 ; 2019-178T11:03:31.178Z ; 1.000
-0.325 ; 12.830 ; 033 ; 2018-364T16:59:50.735Z ; 1.000
-0.325 ; 12.845 ; 147 ; 2019-116T19:54:34.151Z ; 1.000
-0.325 ; 13.180 ; 021 ; 2018-352T09:23:22.401Z ; 1.000
-0.325 ; 14.120 ; 028 ; 2018-359T15:00:22.064Z ; 1.000
-0.325 ; 15.330 ; 029 ; 2018-360T16:54:47.311Z ; 1.000
-0.324 ;  8.735 ; 175 ; 2019-145T09:59:08.319Z ; 1.000
-0.324 ;  9.021 ; 215 ; 2019-186T12:26:01.469Z ; 1.000
-0.324 ;  9.465 ; 192 ; 2019-162T21:50:50.019Z ; 1.000
-0.324 ;  9.622 ; 178 ; 2019-148T12:51:28.613Z ; 1.000
-0.324 ;  9.980 ; 196 ; 2019-167T00:59:30.535Z ; 1.000
-0.324 ; 10.960 ; 028 ; 2018-359T11:45:29.297Z ; 1.000
-0.324 ; 11.515 ; 195 ; 2019-166T01:54:53.671Z ; 1.000
-0.324 ; 11.672 ; 186 ; 2019-156T20:11:32.536Z ; 1.000
-0.324 ; 12.001 ; 182 ; 2019-152T17:54:55.314Z ; 1.000
-0.324 ; 12.674 ; 063 ; 2019-030T12:39:55.206Z ; 1.000
-0.324 ; 12.813 ; 046 ; 2019-013T01:35:14.189Z ; 1.000
-0.324 ; 13.012 ; 074 ; 2019-041T20:15:19.667Z ; 1.000
-0.324 ; 13.199 ; 187 ; 2019-157T22:24:51.991Z ; 1.000
-0.324 ; 13.486 ; 195 ; 2019-166T03:56:22.930Z ; 1.000
-0.324 ; 13.587 ; 202 ; 2019-173T08:37:13.904Z ; 1.000
-0.324 ; 13.976 ; 038 ; 2019-004T21:29:17.909Z ; 1.000
-0.324 ; 15.488 ; 040 ; 2019-007T00:22:00.667Z ; 1.000
-0.324 ; 15.757 ; 014 ; 2018-345T07:31:07.275Z ; 0.790
-0.324 ; 16.155 ; 028 ; 2018-359T17:05:50.448Z ; 1.000
-0.323 ;  8.744 ; 178 ; 2019-148T11:57:20.492Z ; 1.000
-0.323 ;  8.763 ; 182 ; 2019-152T14:35:23.321Z ; 1.000
-0.323 ;  9.828 ; 206 ; 2019-177T07:22:31.246Z ; 1.000
-0.323 ;  9.844 ; 207 ; 2019-178T08:02:45.637Z ; 1.000
-0.323 ; 10.094 ; 179 ; 2019-149T13:59:44.966Z ; 1.000
-0.323 ; 10.627 ; 133 ; 2019-102T08:28:43.386Z ; 1.000
-0.323 ; 10.681 ; 175 ; 2019-145T11:59:05.125Z ; 1.000
-0.323 ; 10.802 ; 200 ; 2019-171T04:27:05.110Z ; 1.000
-0.323 ; 10.810 ; 028 ; 2018-359T11:36:17.310Z ; 1.000
-0.323 ; 10.921 ; 162 ; 2019-132T03:44:10.656Z ; 1.000
-0.323 ; 11.007 ; 182 ; 2019-152T16:53:39.909Z ; 1.000
-0.323 ; 11.241 ; 056 ; 2019-023T06:34:38.159Z ; 1.000
-0.323 ; 11.252 ; 140 ; 2019-109T13:41:49.679Z ; 1.000
-0.323 ; 11.310 ; 046 ; 2019-013T00:02:34.313Z ; 1.000
-0.323 ; 11.731 ; 170 ; 2019-140T09:47:44.713Z ; 1.000
-0.323 ; 12.252 ; 205 ; 2019-176T09:12:41.125Z ; 1.000
-0.323 ; 12.272 ; 113 ; 2019-081T21:04:56.921Z ; 1.000
-0.323 ; 12.468 ; 183 ; 2019-153T19:02:56.539Z ; 1.000
-0.323 ; 12.689 ; 206 ; 2019-177T10:18:52.781Z ; 1.000
-0.323 ; 12.742 ; 017 ; 2018-348T06:16:43.560Z ; 1.000
-0.323 ; 13.048 ; 206 ; 2019-177T10:40:58.149Z ; 1.000
-0.323 ; 14.111 ; 215 ; 2019-186T17:39:45.690Z ; 1.000
-0.323 ; 14.291 ; 043 ; 2019-010T01:07:18.238Z ; 1.000
-0.323 ; 15.532 ; 132 ; 2019-101T12:51:47.015Z ; 1.000
-0.322 ;  9.467 ; 207 ; 2019-178T07:39:28.972Z ; 1.000
-0.322 ;  9.686 ; 190 ; 2019-160T20:46:00.535Z ; 1.000
-0.322 ; 10.607 ; 211 ; 2019-182T11:26:45.493Z ; 1.000
-0.322 ; 10.694 ; 038 ; 2019-004T18:06:57.139Z ; 1.000
-0.322 ; 11.024 ; 211 ; 2019-182T11:52:27.652Z ; 1.000
-0.322 ; 11.648 ; 176 ; 2019-146T13:37:54.875Z ; 1.000
-0.322 ; 11.981 ; 194 ; 2019-165T01:44:22.402Z ; 1.000
-0.322 ; 11.985 ; 028 ; 2018-359T12:48:41.707Z ; 1.000
-0.322 ; 12.416 ; 125 ; 2019-094T05:05:00.848Z ; 1.000
-0.322 ; 13.123 ; 070 ; 2019-037T17:44:11.259Z ; 1.000
-0.322 ; 13.174 ; 053 ; 2019-020T06:35:01.385Z ; 1.000
-0.322 ; 13.964 ; 187 ; 2019-157T23:12:02.627Z ; 1.000
-0.322 ; 14.984 ; 216 ; 2019-187T19:12:52.082Z ; 1.000
-0.322 ; 15.622 ; 019 ; 2018-350T10:34:08.928Z ; 1.000
-0.322 ; 15.685 ; 023 ; 2018-354T13:17:35.195Z ; 1.000
-0.321 ;  8.785 ; 194 ; 2019-164T22:27:22.309Z ; 1.000
-0.321 ;  8.888 ; 215 ; 2019-186T12:17:52.081Z ; 1.000
-0.321 ;  8.951 ; 181 ; 2019-151T14:07:46.645Z ; 1.000
-0.321 ;  8.987 ; 048 ; 2019-014T22:58:39.517Z ; 0.997
-0.321 ;  9.276 ; 211 ; 2019-182T10:04:43.626Z ; 1.000
-0.321 ;  9.426 ; 160 ; 2019-130T00:53:35.452Z ; 1.000
-0.321 ; 10.051 ; 219 ; 2019-190T16:06:33.067Z ; 1.000
-0.321 ; 10.108 ; 203 ; 2019-174T05:42:02.355Z ; 1.000
-0.321 ; 10.299 ; 196 ; 2019-167T01:19:09.009Z ; 1.000
-0.321 ; 10.353 ; 108 ; 2019-076T15:50:12.690Z ; 0.996
-0.321 ; 10.591 ; 207 ; 2019-178T08:48:46.569Z ; 1.000
-0.321 ; 10.761 ; 183 ; 2019-153T17:17:42.192Z ; 1.000
-0.321 ; 10.870 ; 186 ; 2019-156T19:22:05.211Z ; 1.000
-0.321 ; 10.979 ; 169 ; 2019-139T08:22:14.057Z ; 1.000
-0.321 ; 11.987 ; 136 ; 2019-105T11:50:13.683Z ; 1.000
-0.321 ; 12.234 ; 174 ; 2019-144T12:55:34.448Z ; 1.000
-0.321 ; 12.386 ; 126 ; 2019-095T05:42:24.025Z ; 1.000
-0.321 ; 12.671 ; 073 ; 2019-040T19:14:48.678Z ; 1.000
-0.321 ; 12.938 ; 161 ; 2019-131T05:09:15.136Z ; 1.000
-0.321 ; 13.123 ; 016 ; 2018-347T06:00:17.068Z ; 1.000
-0.321 ; 13.657 ; 026 ; 2018-357T13:12:08.912Z ; 1.000
-0.321 ; 14.091 ; 141 ; 2019-110T17:16:03.042Z ; 1.000
-0.321 ; 14.159 ; 173 ; 2019-143T14:15:04.117Z ; 1.000
-0.320 ;  8.259 ; 123 ; 2019-091T23:30:18.034Z ; 1.000
-0.320 ;  9.273 ; 169 ; 2019-139T06:37:02.296Z ; 1.000
-0.320 ;  9.513 ; 183 ; 2019-153T16:00:49.006Z ; 1.000
-0.320 ;  9.716 ; 202 ; 2019-173T04:38:37.344Z ; 1.000
-0.320 ;  9.994 ; 207 ; 2019-178T08:11:57.523Z ; 1.000
-0.320 ; 10.583 ; 206 ; 2019-177T08:09:02.374Z ; 1.000
-0.320 ; 10.626 ; 090 ; 2019-058T04:18:56.151Z ; 1.000
-0.320 ; 10.627 ; 108 ; 2019-076T16:07:03.668Z ; 0.996
-0.320 ; 10.846 ; 210 ; 2019-181T11:02:13.707Z ; 1.000
-0.320 ; 11.001 ; 196 ; 2019-167T02:02:23.952Z ; 1.000
-0.320 ; 11.332 ; 192 ; 2019-162T23:45:55.543Z ; 1.000
-0.320 ; 11.482 ; 083 ; 2019-051T00:35:55.105Z ; 1.000
-0.320 ; 12.126 ; 203 ; 2019-174T07:46:23.782Z ; 1.000
-0.320 ; 12.203 ; 196 ; 2019-167T03:16:32.253Z ; 1.000
-0.320 ; 12.462 ; 209 ; 2019-180T12:02:36.088Z ; 1.000
-0.320 ; 12.537 ; 170 ; 2019-140T10:37:24.844Z ; 1.000
-0.320 ; 12.566 ; 171 ; 2019-141T11:18:23.953Z ; 0.996
-0.320 ; 12.686 ; 204 ; 2019-175T09:00:12.197Z ; 1.000
-0.320 ; 12.969 ; 218 ; 2019-189T18:27:09.954Z ; 1.000
-0.320 ; 12.984 ; 218 ; 2019-189T18:28:04.353Z ; 1.000
-0.320 ; 12.992 ; 032 ; 2018-363T16:30:04.814Z ; 0.995
-0.320 ; 13.229 ; 028 ; 2018-359T14:05:23.115Z ; 1.000
-0.320 ; 13.254 ; 197 ; 2019-168T05:00:30.152Z ; 1.000
-0.320 ; 13.295 ; 205 ; 2019-176T10:16:57.838Z ; 1.000
-0.320 ; 13.332 ; 208 ; 2019-179T12:17:00.090Z ; 1.000
-0.320 ; 13.427 ; 017 ; 2018-348T06:58:58.008Z ; 1.000
-0.320 ; 13.496 ; 080 ; 2019-048T00:41:50.453Z ; 1.000
-0.320 ; 14.182 ; 218 ; 2019-189T19:41:57.150Z ; 1.000
-0.320 ; 15.586 ; 086 ; 2019-054T06:47:06.164Z ; 1.000
-0.320 ; 15.824 ; 023 ; 2018-354T13:26:12.185Z ; 1.000
-0.319 ; 10.191 ; 214 ; 2019-185T12:58:53.109Z ; 1.000
-0.319 ; 10.254 ; 200 ; 2019-171T03:53:20.062Z ; 1.000
-0.319 ; 10.312 ; 170 ; 2019-140T08:20:17.545Z ; 1.000
-0.319 ; 10.468 ; 188 ; 2019-158T20:15:47.727Z ; 1.000
-0.319 ; 10.531 ; 177 ; 2019-147T13:08:15.806Z ; 1.000
-0.319 ; 10.762 ; 202 ; 2019-173T05:43:07.049Z ; 1.000
-0.319 ; 11.152 ; 203 ; 2019-174T06:46:23.266Z ; 1.000
-0.319 ; 11.370 ; 184 ; 2019-154T18:34:28.829Z ; 1.000
-0.319 ; 11.478 ; 038 ; 2019-004T18:55:18.078Z ; 1.000
-0.319 ; 11.805 ; 210 ; 2019-181T12:01:22.422Z ; 1.000
-0.319 ; 12.100 ; 213 ; 2019-184T14:17:19.044Z ; 1.000
