_DROP_ ; _LTST_ ; SOL ; YYYY-MM-DDTHH:MM:SS.sss ; RATIO
-0.918 ; 12.519 ; 209 ; 2019-180T12:06:08.583Z ; 1.000
-0.917 ; 11.829 ; 213 ; 2019-184T14:00:37.268Z ; 1.000
-0.917 ; 13.896 ; 147 ; 2019-116T20:59:20.576Z ; 1.000
-0.915 ; 13.296 ; 079 ; 2019-046T23:50:03.559Z ; 1.000
-0.913 ;  9.677 ; 103 ; 2019-071T11:51:56.581Z ; 1.000
-0.913 ; 16.187 ; 173 ; 2019-143T16:20:01.002Z ; 1.000
-0.912 ; 10.133 ; 033 ; 2018-364T14:13:31.940Z ; 1.000
-0.911 ; 11.655 ; 194 ; 2019-165T01:24:16.933Z ; 1.000
-0.910 ; 11.883 ; 212 ; 2019-183T13:24:38.455Z ; 1.000
-0.910 ; 13.396 ; 179 ; 2019-149T17:23:18.499Z ; 1.000
-0.909 ; 15.579 ; 082 ; 2019-050T04:09:04.023Z ; 1.000
-0.903 ; 14.039 ; 168 ; 2019-138T10:51:33.404Z ; 1.000
-0.903 ; 15.206 ; 061 ; 2019-028T13:56:55.373Z ; 1.000
-0.903 ; 16.213 ; 201 ; 2019-172T10:39:50.568Z ; 1.000
-0.902 ; 13.097 ; 166 ; 2019-136T08:35:06.249Z ; 1.000
-0.900 ; 15.569 ; 088 ; 2019-056T08:04:52.889Z ; 1.000
-0.899 ; 12.785 ; 162 ; 2019-132T05:39:02.502Z ; 1.000
-0.897 ; 13.146 ; 168 ; 2019-138T09:56:34.866Z ; 1.000
-0.897 ; 16.213 ; 142 ; 2019-111T20:06:02.901Z ; 1.000
-0.896 ; 12.485 ; 027 ; 2018-358T12:39:42.332Z ; 1.000
-0.896 ; 14.056 ; 129 ; 2019-098T09:23:04.331Z ; 1.000
-0.895 ; 12.010 ; 014 ; 2018-345T03:40:05.541Z ; 0.790
-0.895 ; 13.599 ; 042 ; 2019-008T23:44:57.129Z ; 1.000
-0.894 ;  9.550 ; 177 ; 2019-147T12:07:49.293Z ; 1.000
-0.893 ; 13.614 ; 218 ; 2019-189T19:06:55.898Z ; 1.000
-0.890 ; 12.064 ; 202 ; 2019-173T07:03:22.732Z ; 1.000
-0.888 ; 11.501 ; 219 ; 2019-190T17:35:57.219Z ; 1.000
-0.887 ; 13.758 ; 075 ; 2019-042T21:40:46.155Z ; 1.000
-0.883 ; 10.020 ; 092 ; 2019-060T05:00:20.880Z ; 0.997
-0.879 ; 11.087 ; 145 ; 2019-114T16:47:46.332Z ; 1.000
-0.879 ; 11.788 ; 183 ; 2019-153T18:21:01.098Z ; 1.000
-0.877 ; 11.304 ; 193 ; 2019-164T00:23:24.739Z ; 1.000
-0.876 ; 15.105 ; 033 ; 2018-364T19:20:06.583Z ; 1.000
-0.873 ; 11.908 ; 044 ; 2019-010T23:20:05.830Z ; 1.000
-0.871 ; 12.459 ; 160 ; 2019-130T04:00:34.215Z ; 1.000
-0.869 ; 11.311 ; 052 ; 2019-019T04:00:30.557Z ; 1.000
-0.869 ; 11.843 ; 019 ; 2018-350T06:41:06.703Z ; 1.000
-0.869 ; 11.941 ; 213 ; 2019-184T14:07:28.158Z ; 1.000
-0.868 ; 14.008 ; 209 ; 2019-180T13:37:53.257Z ; 1.000
-0.867 ; 12.564 ; 168 ; 2019-138T09:20:40.808Z ; 1.000
-0.866 ; 12.660 ; 028 ; 2018-359T13:30:19.656Z ; 1.000
-0.864 ; 10.053 ; 147 ; 2019-116T17:02:27.385Z ; 1.000
-0.864 ; 15.220 ; 210 ; 2019-181T15:31:51.656Z ; 1.000
-0.862 ; 10.940 ; 055 ; 2019-022T05:36:29.950Z ; 1.000
-0.861 ;  9.269 ; 149 ; 2019-118T17:32:37.028Z ; 1.000
-0.861 ;  9.677 ; 135 ; 2019-104T08:48:37.956Z ; 1.000
-0.861 ; 12.756 ; 150 ; 2019-119T21:46:44.776Z ; 1.000
-0.860 ; 14.575 ; 084 ; 2019-052T04:26:00.766Z ; 1.000
-0.859 ; 10.190 ; 046 ; 2019-012T22:53:30.908Z ; 1.000
-0.859 ; 10.451 ; 179 ; 2019-149T14:21:45.135Z ; 1.000
-0.853 ; 12.373 ; 177 ; 2019-147T15:01:46.449Z ; 1.000
-0.852 ; 12.524 ; 182 ; 2019-152T18:27:10.567Z ; 1.000
-0.850 ; 11.266 ; 156 ; 2019-126T00:10:08.655Z ; 1.000
-0.850 ; 15.664 ; 028 ; 2018-359T16:35:34.477Z ; 1.000
-0.849 ; 13.157 ; 148 ; 2019-117T20:52:59.383Z ; 1.000
-0.849 ; 14.681 ; 138 ; 2019-107T15:54:45.719Z ; 1.000
-0.848 ;  9.815 ; 194 ; 2019-164T23:30:51.011Z ; 1.000
-0.845 ; 11.188 ; 131 ; 2019-100T07:44:47.657Z ; 1.000
-0.845 ; 12.897 ; 035 ; 2019-001T18:23:29.838Z ; 1.000
-0.845 ; 15.135 ; 126 ; 2019-095T08:31:52.854Z ; 1.000
-0.844 ; 11.251 ; 183 ; 2019-153T17:47:55.747Z ; 1.000
-0.843 ; 13.348 ; 045 ; 2019-012T01:28:33.335Z ; 1.000
-0.843 ; 13.656 ; 059 ; 2019-026T11:02:15.128Z ; 1.000
-0.842 ; 14.864 ; 056 ; 2019-023T10:17:59.851Z ; 1.000
-0.839 ; 12.509 ; 158 ; 2019-128T02:45:13.005Z ; 1.000
-0.838 ;  9.322 ; 183 ; 2019-153T15:49:03.623Z ; 1.000
-0.838 ; 11.936 ; 218 ; 2019-189T17:23:28.749Z ; 1.000
-0.838 ; 12.400 ; 028 ; 2018-359T13:14:17.675Z ; 1.000
-0.837 ; 10.020 ; 083 ; 2019-050T23:05:48.714Z ; 1.000
-0.837 ; 11.414 ; 103 ; 2019-071T13:39:01.443Z ; 1.000
-0.837 ; 12.645 ; 019 ; 2018-350T07:30:34.640Z ; 1.000
-0.837 ; 14.523 ; 020 ; 2018-351T10:06:17.439Z ; 1.000
-0.833 ;  9.172 ; 045 ; 2019-011T21:11:06.654Z ; 1.000
-0.833 ; 11.302 ; 016 ; 2018-347T04:07:58.708Z ; 1.000
-0.832 ; 10.546 ; 061 ; 2019-028T09:09:38.240Z ; 1.000
-0.830 ; 12.432 ; 160 ; 2019-130T03:58:53.217Z ; 1.000
-0.828 ;  9.997 ; 065 ; 2019-032T11:13:59.915Z ; 1.000
-0.828 ; 14.713 ; 014 ; 2018-345T06:26:47.835Z ; 0.790
-0.827 ; 13.195 ; 129 ; 2019-098T08:30:02.893Z ; 1.000
-0.826 ; 11.619 ; 183 ; 2019-153T18:10:35.114Z ; 1.000
-0.825 ; 14.600 ; 167 ; 2019-137T10:46:56.454Z ; 1.000
-0.823 ;  9.263 ; 187 ; 2019-157T18:22:15.563Z ; 1.000
-0.823 ; 10.612 ; 175 ; 2019-145T11:54:51.821Z ; 1.000
-0.818 ; 13.547 ; 157 ; 2019-127T03:09:56.173Z ; 1.000
-0.816 ;  8.840 ; 202 ; 2019-173T03:44:37.828Z ; 1.000
-0.816 ; 14.753 ; 140 ; 2019-109T17:17:37.446Z ; 1.000
-0.815 ; 11.615 ; 027 ; 2018-358T11:46:03.900Z ; 1.000
-0.813 ;  9.728 ; 167 ; 2019-137T05:46:41.840Z ; 1.000
-0.810 ; 12.388 ; 038 ; 2019-004T19:51:23.014Z ; 1.000
-0.810 ; 12.775 ; 200 ; 2019-171T06:28:43.238Z ; 1.000
-0.807 ; 10.042 ; 085 ; 2019-053T00:25:58.879Z ; 1.000
-0.806 ; 13.866 ; 089 ; 2019-057T06:59:14.978Z ; 1.000
-0.805 ; 13.087 ; 047 ; 2019-014T02:31:47.227Z ; 1.000
-0.804 ; 12.766 ; 138 ; 2019-107T13:56:41.807Z ; 1.000
-0.803 ; 10.254 ; 034 ; 2018-365T15:00:49.262Z ; 1.000
-0.801 ; 14.513 ; 024 ; 2018-355T12:45:11.345Z ; 1.000
-0.798 ;  9.866 ; 019 ; 2018-350T04:39:13.375Z ; 1.000
-0.798 ; 10.715 ; 211 ; 2019-182T11:33:26.982Z ; 1.000
-0.797 ; 14.428 ; 045 ; 2019-012T02:35:08.262Z ; 1.000
-0.794 ; 15.806 ; 125 ; 2019-094T08:33:58.093Z ; 1.000
-0.793 ; 11.841 ; 050 ; 2019-017T03:13:54.733Z ; 1.000
-0.792 ; 11.191 ; 084 ; 2019-052T00:57:23.520Z ; 1.000
-0.792 ; 11.687 ; 152 ; 2019-121T21:59:15.101Z ; 1.000
-0.792 ; 15.535 ; 029 ; 2018-360T17:07:26.800Z ; 1.000
-0.791 ; 11.415 ; 137 ; 2019-106T11:54:12.703Z ; 1.000
-0.788 ; 12.530 ; 017 ; 2018-348T06:03:40.077Z ; 1.000
-0.788 ; 12.835 ; 014 ; 2018-345T04:30:56.965Z ; 0.790
-0.786 ; 10.297 ; 203 ; 2019-174T05:53:40.939Z ; 1.000
-0.786 ; 14.610 ; 213 ; 2019-184T16:51:59.241Z ; 1.000
-0.785 ; 10.666 ; 191 ; 2019-161T22:25:40.498Z ; 1.000
-0.784 ; 10.878 ; 218 ; 2019-189T16:18:16.552Z ; 1.000
-0.784 ; 12.511 ; 160 ; 2019-130T04:03:43.711Z ; 1.000
-0.784 ; 12.906 ; 204 ; 2019-175T09:13:43.281Z ; 1.000
-0.784 ; 14.648 ; 071 ; 2019-038T19:57:44.789Z ; 1.000
-0.782 ; 14.695 ; 034 ; 2018-365T19:34:37.416Z ; 1.000
-0.782 ; 15.727 ; 217 ; 2019-188T20:46:15.209Z ; 0.543
-0.781 ;  9.866 ; 042 ; 2019-008T19:54:49.431Z ; 1.000
-0.781 ; 13.244 ; 175 ; 2019-145T14:37:04.650Z ; 1.000
-0.779 ; 12.018 ; 079 ; 2019-046T22:31:17.156Z ; 1.000
-0.778 ; 13.310 ; 106 ; 2019-074T17:33:52.164Z ; 1.000
-0.778 ; 13.932 ; 072 ; 2019-039T19:53:02.122Z ; 1.000
-0.777 ; 13.891 ; 033 ; 2018-364T18:05:15.661Z ; 1.000
-0.776 ; 13.511 ; 027 ; 2018-358T13:42:56.261Z ; 1.000
-0.775 ; 11.566 ; 206 ; 2019-177T09:09:36.383Z ; 1.000
-0.775 ; 12.562 ; 117 ; 2019-085T23:59:56.611Z ; 1.000
-0.774 ; 13.759 ; 025 ; 2018-356T12:38:35.024Z ; 1.000
-0.774 ; 14.226 ; 038 ; 2019-004T21:44:43.893Z ; 1.000
-0.767 ; 12.452 ; 175 ; 2019-145T13:48:16.620Z ; 1.000
-0.766 ; 11.278 ; 066 ; 2019-033T13:12:26.151Z ; 0.805
-0.765 ; 12.219 ; 197 ; 2019-168T03:56:45.535Z ; 1.000
-0.761 ; 13.912 ; 016 ; 2018-347T06:48:57.515Z ; 1.000
-0.758 ;  9.013 ; 071 ; 2019-038T14:10:21.636Z ; 1.000
-0.756 ; 10.605 ; 191 ; 2019-161T22:21:53.804Z ; 1.000
-0.756 ; 11.358 ; 029 ; 2018-360T12:49:51.588Z ; 1.000
-0.756 ; 13.305 ; 131 ; 2019-100T09:55:16.491Z ; 1.000
-0.756 ; 13.646 ; 023 ; 2018-354T11:11:51.347Z ; 1.000
-0.755 ;  9.252 ; 086 ; 2019-054T00:16:43.074Z ; 1.000
-0.755 ; 15.623 ; 068 ; 2019-035T18:59:22.012Z ; 1.000
-0.753 ; 10.214 ; 194 ; 2019-164T23:55:28.673Z ; 1.000
-0.752 ; 10.935 ; 081 ; 2019-048T22:43:21.925Z ; 1.000
-0.752 ; 12.446 ; 184 ; 2019-154T19:40:47.931Z ; 1.000
-0.748 ; 11.316 ; 079 ; 2019-046T21:48:01.712Z ; 1.000
-0.748 ; 12.059 ; 168 ; 2019-138T08:49:34.747Z ; 1.000
-0.745 ; 12.739 ; 123 ; 2019-092T04:06:27.607Z ; 1.000
-0.744 ; 13.761 ; 210 ; 2019-181T14:01:55.264Z ; 1.000
-0.743 ;  9.052 ; 176 ; 2019-146T10:57:52.892Z ; 1.000
-0.742 ; 10.736 ; 127 ; 2019-096T04:39:59.600Z ; 1.000
-0.741 ; 10.683 ; 183 ; 2019-153T17:12:55.999Z ; 1.000
-0.739 ;  9.579 ; 126 ; 2019-095T02:49:24.759Z ; 1.000
-0.738 ; 14.679 ; 206 ; 2019-177T12:21:31.422Z ; 1.000
-0.737 ; 12.057 ; 024 ; 2018-355T10:13:44.552Z ; 1.000
-0.736 ; 11.044 ; 100 ; 2019-068T11:18:16.296Z ; 1.000
-0.736 ; 11.493 ; 094 ; 2019-062T07:49:51.643Z ; 1.000
-0.736 ; 14.770 ; 079 ; 2019-047T01:20:54.963Z ; 1.000
-0.734 ; 11.422 ; 143 ; 2019-112T15:50:01.146Z ; 1.000
-0.734 ; 11.949 ; 174 ; 2019-144T12:38:01.870Z ; 1.000
-0.734 ; 12.017 ; 186 ; 2019-156T20:32:49.004Z ; 1.000
-0.732 ; 10.984 ; 178 ; 2019-148T14:15:23.793Z ; 1.000
-0.731 ; 12.449 ; 185 ; 2019-155T20:20:14.239Z ; 1.000
-0.731 ; 14.341 ; 106 ; 2019-074T18:37:23.593Z ; 1.000
-0.730 ;  9.219 ; 032 ; 2018-363T12:37:25.605Z ; 0.995
-0.730 ; 10.293 ; 072 ; 2019-039T16:08:45.855Z ; 1.000
-0.730 ; 12.926 ; 076 ; 2019-043T21:28:56.481Z ; 0.758
-0.728 ; 10.420 ; 171 ; 2019-141T09:06:10.130Z ; 0.996
-0.728 ; 11.434 ; 192 ; 2019-162T23:52:11.034Z ; 1.000
-0.727 ; 10.037 ; 208 ; 2019-179T08:53:54.707Z ; 1.000
-0.727 ; 11.144 ; 213 ; 2019-184T13:18:20.929Z ; 1.000
-0.725 ;  9.281 ; 049 ; 2019-015T23:56:27.030Z ; 1.000
-0.724 ; 14.369 ; 204 ; 2019-175T10:43:56.179Z ; 1.000
-0.723 ; 11.826 ; 150 ; 2019-119T20:49:25.840Z ; 1.000
-0.723 ; 12.639 ; 020 ; 2018-351T08:10:06.518Z ; 1.000
-0.721 ; 15.843 ; 168 ; 2019-138T12:42:46.395Z ; 1.000
-0.720 ; 12.723 ; 148 ; 2019-117T20:26:15.415Z ; 1.000
-0.719 ; 14.924 ; 033 ; 2018-364T19:08:56.094Z ; 1.000
-0.717 ; 14.981 ; 162 ; 2019-132T07:54:21.857Z ; 1.000
-0.716 ;  8.431 ; 038 ; 2019-004T15:47:25.326Z ; 1.000
-0.715 ; 10.737 ; 180 ; 2019-150T15:18:34.965Z ; 1.000
-0.715 ; 11.416 ; 220 ; 2019-191T18:10:00.375Z ; 1.000
-0.713 ; 14.210 ; 203 ; 2019-174T09:54:53.025Z ; 1.000
-0.712 ; 12.348 ; 212 ; 2019-183T13:53:20.211Z ; 1.000
-0.710 ; 11.221 ; 207 ; 2019-178T09:27:36.913Z ; 1.000
-0.710 ; 14.928 ; 020 ; 2018-351T10:31:13.916Z ; 1.000
-0.709 ; 11.415 ; 180 ; 2019-150T16:00:24.908Z ; 1.000
-0.709 ; 12.272 ; 176 ; 2019-146T14:16:21.826Z ; 1.000
-0.707 ; 10.941 ; 203 ; 2019-174T06:33:23.283Z ; 1.000
-0.707 ; 11.316 ; 213 ; 2019-184T13:29:00.714Z ; 1.000
-0.707 ; 13.184 ; 015 ; 2018-346T05:24:05.231Z ; 1.000
-0.706 ; 10.828 ; 046 ; 2019-012T23:32:50.854Z ; 1.000
-0.705 ; 13.199 ; 055 ; 2019-022T07:55:45.778Z ; 1.000
-0.705 ; 15.962 ; 042 ; 2019-009T02:10:38.479Z ; 1.000
-0.704 ;  9.616 ; 170 ; 2019-140T07:37:25.508Z ; 1.000
-0.702 ; 11.244 ; 101 ; 2019-069T12:09:55.766Z ; 1.000
-0.702 ; 14.566 ; 097 ; 2019-065T12:57:17.927Z ; 1.000
-0.701 ; 11.249 ; 046 ; 2019-012T23:58:48.818Z ; 1.000
-0.701 ; 11.303 ; 162 ; 2019-132T04:07:43.622Z ; 1.000
-0.700 ; 10.959 ; 215 ; 2019-186T14:25:31.379Z ; 1.000
-0.700 ; 13.981 ; 159 ; 2019-129T04:55:08.212Z ; 1.000
-0.699 ; 10.857 ; 163 ; 2019-133T04:19:24.700Z ; 1.000
-0.696 ;  9.799 ; 212 ; 2019-183T11:16:14.358Z ; 1.000
-0.695 ; 12.355 ; 068 ; 2019-035T15:37:52.683Z ; 1.000
-0.695 ; 12.794 ; 051 ; 2019-018T04:52:21.109Z ; 1.000
-0.695 ; 13.466 ; 038 ; 2019-004T20:57:49.940Z ; 1.000
-0.694 ; 10.309 ; 018 ; 2018-349T04:26:38.933Z ; 1.000
-0.694 ; 10.315 ; 053 ; 2019-020T03:38:43.598Z ; 1.000
-0.692 ; 11.257 ; 128 ; 2019-097T05:51:19.010Z ; 1.000
-0.691 ;  9.785 ; 193 ; 2019-163T22:49:48.753Z ; 1.000
-0.689 ; 13.052 ; 156 ; 2019-126T02:00:16.001Z ; 1.000
-0.688 ; 14.636 ; 014 ; 2018-345T06:22:02.340Z ; 0.790
-0.685 ; 12.841 ; 156 ; 2019-126T01:47:16.020Z ; 1.000
-0.685 ; 13.641 ; 176 ; 2019-146T15:40:43.926Z ; 1.000
-0.684 ; 13.789 ; 195 ; 2019-166T04:15:02.411Z ; 1.000
-0.683 ;  8.865 ; 213 ; 2019-184T10:57:54.446Z ; 1.000
-0.683 ;  9.623 ; 148 ; 2019-117T17:15:10.170Z ; 1.000
-0.683 ; 10.071 ; 025 ; 2018-356T08:51:11.827Z ; 1.000
-0.683 ; 11.963 ; 208 ; 2019-179T10:52:36.217Z ; 1.000
-0.683 ; 12.171 ; 026 ; 2018-357T11:40:29.517Z ; 1.000
-0.682 ; 10.320 ; 185 ; 2019-155T18:09:00.150Z ; 1.000
-0.682 ; 10.550 ; 207 ; 2019-178T08:46:14.872Z ; 1.000
-0.680 ; 10.326 ; 140 ; 2019-109T12:44:46.757Z ; 1.000
-0.680 ; 13.054 ; 063 ; 2019-030T13:03:20.684Z ; 1.000
-0.679 ; 12.811 ; 129 ; 2019-098T08:06:22.422Z ; 1.000
-0.678 ;  9.924 ; 047 ; 2019-013T23:16:45.948Z ; 1.000
-0.678 ;  9.951 ; 170 ; 2019-140T07:58:02.279Z ; 1.000
-0.678 ; 14.572 ; 103 ; 2019-071T16:53:40.211Z ; 1.000
-0.677 ; 11.458 ; 183 ; 2019-153T18:00:41.628Z ; 1.000
-0.677 ; 12.406 ; 045 ; 2019-012T00:30:27.400Z ; 1.000
-0.675 ;  8.485 ; 194 ; 2019-164T22:08:52.637Z ; 1.000
-0.673 ; 10.041 ; 142 ; 2019-111T13:45:39.831Z ; 1.000
-0.673 ; 14.585 ; 167 ; 2019-137T10:46:02.955Z ; 1.000
-0.672 ; 13.970 ; 130 ; 2019-099T09:57:02.209Z ; 1.000
-0.671 ;  9.973 ; 198 ; 2019-169T02:17:29.768Z ; 1.000
-0.671 ; 10.926 ; 213 ; 2019-184T13:04:56.949Z ; 1.000
-0.671 ; 12.163 ; 191 ; 2019-161T23:57:56.063Z ; 1.000
-0.670 ; 11.425 ; 219 ; 2019-190T17:31:15.226Z ; 1.000
-0.670 ; 12.803 ; 056 ; 2019-023T08:10:56.521Z ; 1.000
-0.669 ; 11.481 ; 045 ; 2019-011T23:33:26.468Z ; 1.000
-0.669 ; 12.290 ; 127 ; 2019-096T06:15:45.977Z ; 1.000
-0.667 ;  9.196 ; 157 ; 2019-126T22:41:47.044Z ; 1.000
-0.667 ; 10.894 ; 170 ; 2019-140T08:56:08.492Z ; 1.000
-0.667 ; 10.954 ; 038 ; 2019-004T18:22:58.118Z ; 1.000
-0.667 ; 12.523 ; 096 ; 2019-064T10:12:00.954Z ; 1.000
-0.667 ; 13.271 ; 196 ; 2019-167T04:22:21.869Z ; 1.000
-0.666 ; 16.025 ; 218 ; 2019-189T21:35:31.797Z ; 1.000
-0.664 ; 12.025 ; 185 ; 2019-155T19:54:04.080Z ; 1.000
-0.663 ; 14.820 ; 211 ; 2019-182T15:46:27.908Z ; 1.000
-0.663 ; 15.138 ; 199 ; 2019-170T08:15:07.844Z ; 1.000
-0.662 ; 14.155 ; 014 ; 2018-345T05:52:21.368Z ; 0.790
-0.661 ; 10.547 ; 107 ; 2019-075T15:22:49.784Z ; 1.000
-0.660 ;  9.890 ; 215 ; 2019-186T13:19:36.084Z ; 1.000
-0.660 ; 12.960 ; 151 ; 2019-120T22:38:31.612Z ; 1.000
-0.659 ; 11.334 ; 017 ; 2018-348T04:49:52.176Z ; 1.000
-0.659 ; 13.199 ; 182 ; 2019-152T19:08:48.109Z ; 1.000
-0.659 ; 13.754 ; 119 ; 2019-088T02:31:55.605Z ; 1.000
-0.658 ; 11.089 ; 194 ; 2019-165T00:49:21.989Z ; 1.000
-0.658 ; 12.294 ; 020 ; 2018-351T07:48:49.047Z ; 1.000
-0.657 ; 12.396 ; 033 ; 2018-364T16:33:03.265Z ; 1.000
-0.657 ; 14.424 ; 014 ; 2018-345T06:08:56.853Z ; 0.790
-0.655 ; 10.214 ; 182 ; 2019-152T16:04:48.384Z ; 1.000
-0.655 ; 12.922 ; 062 ; 2019-029T12:15:40.462Z ; 1.000
-0.654 ; 15.508 ; 028 ; 2018-359T16:25:54.486Z ; 1.000
-0.653 ; 11.919 ; 142 ; 2019-111T15:41:24.676Z ; 1.000
-0.653 ; 12.982 ; 070 ; 2019-037T17:35:31.769Z ; 1.000
-0.652 ; 12.739 ; 193 ; 2019-164T01:51:51.533Z ; 1.000
-0.652 ; 14.166 ; 023 ; 2018-354T11:43:57.306Z ; 1.000
-0.651 ;  9.932 ; 046 ; 2019-012T22:37:37.931Z ; 1.000
-0.650 ; 12.434 ; 214 ; 2019-185T15:17:10.096Z ; 1.000
-0.650 ; 13.026 ; 076 ; 2019-043T21:35:05.476Z ; 0.758
-0.650 ; 14.295 ; 023 ; 2018-354T11:51:54.296Z ; 1.000
-0.647 ;  8.995 ; 153 ; 2019-122T19:52:34.123Z ; 1.000
-0.647 ; 12.438 ; 131 ; 2019-100T09:01:51.554Z ; 1.000
-0.645 ; 11.367 ; 200 ; 2019-171T05:01:54.060Z ; 1.000
-0.645 ; 11.919 ; 118 ; 2019-086T23:59:33.711Z ; 1.000
-0.644 ; 11.002 ; 218 ; 2019-189T16:25:55.540Z ; 1.000
-0.644 ; 12.373 ; 192 ; 2019-163T00:50:06.446Z ; 1.000
-0.644 ; 13.872 ; 067 ; 2019-034T16:31:53.472Z ; 1.000
-0.644 ; 14.948 ; 088 ; 2019-056T07:26:35.422Z ; 1.000
-0.643 ; 11.408 ; 183 ; 2019-153T17:57:35.332Z ; 1.000
-0.642 ; 10.952 ; 219 ; 2019-190T17:02:06.776Z ; 1.000
-0.642 ; 11.796 ; 184 ; 2019-154T19:00:45.389Z ; 1.000
-0.642 ; 13.915 ; 096 ; 2019-064T11:37:50.379Z ; 1.000
-0.641 ; 10.311 ; 216 ; 2019-187T14:24:47.607Z ; 1.000
-0.640 ; 11.276 ; 202 ; 2019-173T06:14:47.802Z ; 1.000
-0.640 ; 12.344 ; 159 ; 2019-129T03:14:15.327Z ; 1.000
-0.639 ; 12.690 ; 021 ; 2018-352T08:53:10.937Z ; 1.000
-0.638 ;  9.309 ; 160 ; 2019-130T00:46:22.461Z ; 1.000
-0.638 ; 10.657 ; 159 ; 2019-129T01:30:15.963Z ; 1.000
-0.638 ; 12.666 ; 152 ; 2019-121T22:59:36.028Z ; 1.000
-0.637 ; 10.844 ; 161 ; 2019-131T03:00:14.302Z ; 1.000
-0.637 ; 11.526 ; 186 ; 2019-156T20:02:31.949Z ; 1.000
-0.637 ; 11.532 ; 136 ; 2019-105T11:22:09.714Z ; 1.000
-0.637 ; 12.892 ; 158 ; 2019-128T03:08:48.475Z ; 1.000
-0.636 ; 10.126 ; 173 ; 2019-143T10:06:26.125Z ; 1.000
-0.636 ; 12.217 ; 138 ; 2019-107T13:22:50.838Z ; 1.000
-0.635 ; 11.585 ; 029 ; 2018-360T13:03:52.070Z ; 1.000
-0.635 ; 12.522 ; 187 ; 2019-157T21:43:07.951Z ; 1.000
-0.635 ; 13.040 ; 182 ; 2019-152T18:58:57.722Z ; 1.000
-0.634 ;  8.713 ; 168 ; 2019-138T05:23:18.723Z ; 1.000
-0.634 ; 11.920 ; 219 ; 2019-190T18:01:47.675Z ; 1.000
-0.634 ; 12.223 ; 116 ; 2019-084T22:59:43.724Z ; 1.000
-0.633 ; 11.357 ; 077 ; 2019-044T20:31:38.474Z ; 1.000
-0.632 ; 12.038 ; 159 ; 2019-129T02:55:22.849Z ; 1.000
-0.632 ; 15.062 ; 047 ; 2019-014T04:33:33.104Z ; 1.000
-0.631 ; 12.382 ; 143 ; 2019-112T16:49:10.071Z ; 1.000
-0.630 ; 13.699 ; 088 ; 2019-056T06:09:37.992Z ; 1.000
-0.629 ;  8.892 ; 196 ; 2019-166T23:52:25.920Z ; 1.000
-0.629 ; 10.973 ; 139 ; 2019-108T12:45:26.169Z ; 1.000
-0.629 ; 12.672 ; 144 ; 2019-113T17:46:14.305Z ; 1.000
-0.628 ; 14.666 ; 036 ; 2019-002T20:52:19.273Z ; 1.000
-0.627 ; 14.336 ; 157 ; 2019-127T03:58:36.120Z ; 1.000
-0.626 ;  9.619 ; 169 ; 2019-139T06:58:23.668Z ; 1.000
-0.625 ; 11.344 ; 128 ; 2019-097T05:56:40.003Z ; 1.000
-0.625 ; 12.150 ; 173 ; 2019-143T12:11:13.157Z ; 1.000
-0.625 ; 12.781 ; 215 ; 2019-186T16:17:48.605Z ; 1.000
-0.624 ; 11.728 ; 159 ; 2019-129T02:36:16.374Z ; 1.000
-0.623 ;  8.754 ; 017 ; 2018-348T02:10:46.909Z ; 1.000
-0.623 ; 10.026 ; 019 ; 2018-350T04:49:03.361Z ; 1.000
-0.623 ; 11.547 ; 174 ; 2019-144T12:13:15.205Z ; 1.000
-0.621 ; 11.852 ; 182 ; 2019-152T17:45:44.827Z ; 1.000
-0.621 ; 14.801 ; 099 ; 2019-067T14:30:30.095Z ; 1.000
-0.619 ; 12.659 ; 161 ; 2019-131T04:52:06.155Z ; 1.000
-0.619 ; 12.691 ; 215 ; 2019-186T16:12:13.913Z ; 1.000
-0.619 ; 13.956 ; 099 ; 2019-067T13:38:23.649Z ; 1.000
-0.617 ; 12.636 ; 190 ; 2019-160T23:47:49.360Z ; 1.000
-0.617 ; 15.260 ; 028 ; 2018-359T16:10:40.001Z ; 1.000
-0.616 ; 11.333 ; 190 ; 2019-160T22:27:30.878Z ; 1.000
-0.616 ; 14.122 ; 015 ; 2018-346T06:21:55.665Z ; 1.000
-0.615 ; 11.988 ; 207 ; 2019-178T10:14:54.944Z ; 1.000
-0.614 ; 10.776 ; 194 ; 2019-165T00:30:06.318Z ; 1.000
-0.614 ; 14.889 ; 178 ; 2019-148T18:16:04.186Z ; 1.000
-0.614 ; 15.668 ; 039 ; 2019-005T23:53:22.436Z ; 1.000
-0.613 ; 13.664 ; 038 ; 2019-004T21:10:03.427Z ; 1.000
-0.613 ; 13.724 ; 194 ; 2019-165T03:31:49.548Z ; 1.000
-0.613 ; 13.853 ; 044 ; 2019-011T01:20:01.184Z ; 1.000
-0.612 ;  9.147 ; 157 ; 2019-126T22:38:45.048Z ; 1.000
-0.612 ; 10.128 ; 197 ; 2019-168T01:47:49.317Z ; 1.000
-0.612 ; 13.607 ; 148 ; 2019-117T21:20:45.353Z ; 1.000
-0.611 ; 10.818 ; 102 ; 2019-070T12:23:00.105Z ; 1.000
-0.611 ; 11.264 ; 195 ; 2019-166T01:39:24.190Z ; 1.000
-0.610 ; 13.269 ; 205 ; 2019-176T10:15:22.040Z ; 1.000
-0.609 ;  9.435 ; 149 ; 2019-118T17:42:49.513Z ; 1.000
